P 89.0000, -225.0000, 0.0000,  255, 255, 255,  2,  Western_Wastes
P -71.0000, 630.0000, 0.0000,  255, 255, 255,  2,  Cobaltscar
P 100.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -100
P -100.0000, -290.0000, 0.0000,  1, 1, 1,  2,  100
P -200.0000, -290.0000, 0.0000,  1, 1, 1,  2,  200
P 200.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -200
P 300.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -300
P 400.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -400
P 500.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -500
P 600.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -600
P 700.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -700
P 800.0000, -290.0000, 0.0000,  1, 1, 1,  2,  -800
P -225.0000, -110.0000, 0.0000,  1, 1, 1,  2,  100
P -225.0000, 190.0000, 0.0000,  1, 1, 1,  2,  -200
P -225.0000, 90.0000, 0.0000,  1, 1, 1,  2,  -100
P -225.0000, -210.0000, 0.0000,  1, 1, 1,  2,  200
P -225.0000, 290.0000, 0.0000,  1, 1, 1,  2,  -300
P -225.0000, 390.0000, 0.0000,  1, 1, 1,  2,  -400
P -225.0000, 490.0000, 0.0000,  1, 1, 1,  2,  -500
P -225.0000, 590.0000, 0.0000,  1, 1, 1,  2,  -600
P -225.0000, 690.0000, 0.0000,  1, 1, 1,  2,  -700
P -225.0000, 790.0000, 0.0000,  1, 1, 1,  2,  -800
P -225.0000, 890.0000, 0.0000,  1, 1, 1,  2,  -900
