P -1750.0000, 2200.0000, 27.0000,  0, 0, 0,  3,  Tube_colors_match_the_level_they_lead_to
P -2500.0000, 0.0000, 27.0000,  0, 0, 0,  3,  Path_to_Relic:_1A
P -2500.0000, 1000.0000, 27.0000,  0, 0, 0,  3,  Maze_Legend
P -2500.0000, 1200.0000, 27.0000,  0, 0, 0,  3,  Entry_Level_Color
P -2500.0000, 1400.0000, 27.0000,  100, 0, 255,  3,  First_Level_Color
P -2500.0000, 150.0000, 27.0000,  0, 0, 0,  3,  3C
P -2500.0000, 1600.0000, 27.0000,  150, 0, 150,  3,  Second_Level_Color
P -2500.0000, 1800.0000, 27.0000,  0, 0, 240,  3,  Third_Level_Color
P -2500.0000, 2000.0000, 27.0000,  127, 0, 0,  3,  Fourth_Level_Color
P -2500.0000, 300.0000, 27.0000,  0, 0, 0,  3,  Maze_labels_on_layer_2
P 0.0000, -1000.0000, 0.0000,  0, 0, 0,  1,  1000
P 0.0000, -1500.0000, 0.0000,  0, 0, 0,  1,  1500
P 0.0000, -2000.0000, 0.0000,  0, 0, 0,  1,  2000
P 0.0000, -2500.0000, 0.0000,  0, 0, 0,  1,  2500
P 0.0000, -500.0000, 0.0000,  0, 0, 0,  1,  500
P 0.0000, 0.0000, 0.0000,  0, 0, 0,  1,  0
P 0.0000, 1000.0000, 0.0000,  0, 0, 0,  1,  -1000
P 0.0000, 500.0000, 0.0000,  0, 0, 0,  1,  -500
P 1000.0000, 0.0000, 0.0000,  0, 0, 0,  1,  0
P 108.5000, -1568.7500, 41.1448,  0, 0, 240,  3,  Sepulcher_West
P 1087.8848, -892.5455, 6.4998,  0, 127, 0,  2,  Sentry_Stone_of_Alra
P 1158.0673, 498.9665, -35.6991,  0, 127, 0,  3,  Relic_of_Fertility
P 1211.0172, -366.6994, 8.2833,  0, 127, 0,  2,  Sentry_Stone_of_Kolos
P 143.0490, -1743.6240, 243.0000,  100, 0, 255,  3,  To_1E
P 143.0490, -1743.6240, 27.0000,  100, 0, 255,  3,  From_3E
P 143.0690, -1822.3621, 27.0000,  127, 0, 0,  3,  To_4C
P 143.0690, -1822.3621, 352.0000,  127, 0, 0,  3,  From_1E
P 1500.0000, 0.0000, 0.0000,  0, 0, 0,  1,  0
P 1500.0000, 1900.0000, 27.0000,  0, 0, 0,  3,  Geometry_and_Maze_By:_Caudyr
P 1588.6627, -455.3541, -65.6609,  0, 127, 0,  3,  Rayneth
P 1622.3547, -183.8269, -56.8365,  127, 0, 0,  3,  Shadow_of_the_Domain
P 165.1550, -1922.8477, 27.0000,  0, 0, 0,  3,  Room_1E
P 178.2982, -1736.4681, 135.0000,  0, 0, 0,  3,  Room_2E
P 182.5100, -1969.3600, 135.0000,  0, 0, 240,  3,  To_3C
P 182.5100, -1969.3600, 243.0000,  0, 0, 240,  3,  From_2C
P 183.5800, -1874.5200, 135.0000,  0, 0, 240,  3,  To_3C
P 183.5800, -1874.5200, 243.0000,  0, 0, 240,  3,  From_2B
P 190.9000, -1788.0500, 243.0000,  0, 0, 0,  3,  To_1A_(Entrance)
P 190.9000, -1788.0500, 27.0000,  0, 0, 0,  3,  From_3C
P 2000.0000, 0.0000, 0.0000,  0, 0, 0,  1,  0
P 214.8545, -1724.5637, 352.0000,  0, 0, 0,  3,  Room_4C
P 217.3051, -1928.2288, 243.0000,  0, 0, 0,  3,  Room_3C
P 219.1200, -2055.5300, 135.0000,  127, 0, 0,  3,  To_4B
P 219.1200, -2055.5300, 352.0000,  127, 0, 0,  3,  From_2C
P 222.1316, -2018.5685, 135.0000,  0, 0, 0,  3,  Room_2C
P 230.7431, -1720.6511, 27.0000,  0, 0, 0,  3,  Room_1D
P 232.8300, -1742.1000, 135.0000,  0, 0, 240,  3,  To_3E
P 232.8300, -1742.1000, 243.0000,  0, 0, 240,  3,  From_2E
P 233.5900, -1967.4800, 243.0000,  100, 0, 255,  3,  To_1C
P 233.5900, -1967.4800, 27.0000,  100, 0, 255,  3,  From_3C
P 2500.0000, 0.0000, 0.0000,  0, 0, 0,  1,  0
P 253.7174, -2001.7678, 352.0000,  0, 0, 0,  3,  Room_4B
P 258.3178, -1865.9781, 135.0000,  0, 0, 0,  3,  Room_2B
P 263.9180, -1830.0120, 27.0000,  127, 0, 0,  3,  To_4D
P 263.9180, -1830.0120, 352.0000,  127, 0, 0,  3,  From_1E
P 276.9400, -1960.5800, 135.0000,  0, 0, 240,  3,  To_3E
P 276.9400, -1960.5800, 243.0000,  0, 0, 240,  3,  From_2D
P 277.8900, -1789.6700, 135.0000,  0, 0, 240,  3,  To_3B
P 277.8900, -1789.6700, 243.0000,  0, 0, 240,  3,  From_2A
P 279.9979, -1876.5225, 352.0000,  0, 0, 0,  3,  Room_4D
P 280.6800, -2010.2200, 135.0000,  150, 0, 150,  3,  From_3D
P 280.6800, -2010.2200, 243.0000,  150, 0, 150,  3,  To_2C
P 281.2000, -1745.9100, 135.0000,  150, 0, 150,  3,  From_1D
P 281.2000, -1745.9100, 27.0000,  150, 0, 150,  3,  To_2E
P 312.7520, -1943.2368, 27.0000,  0, 0, 0,  3,  Room_1C
P 314.4304, -1936.2450, 243.0000,  0, 0, 0,  3,  Room_3E
P 317.6878, -1948.5360, 135.0000,  0, 0, 0,  3,  Room_2D
P 321.1000, -2011.4000, 243.0000,  0, 0, 240,  3,  From_1C
P 321.1000, -2011.4000, 27.0000,  0, 0, 240,  3,  To_3D
P 322.0449, -1826.5688, 243.0000,  0, 0, 0,  3,  Room_3B
P 323.2820, -1743.7220, 243.0000,  100, 0, 255,  3,  To_1D
P 323.2820, -1743.7220, 27.0000,  100, 0, 255,  3,  From_3E
P 325.1600, -1832.8199, 135.0000,  150, 0, 150,  3,  From_1B
P 325.1600, -1832.8199, 27.0000,  150, 0, 150,  3,  To_2B
P 325.1750, -1882.6121, 243.0000,  100, 0, 255,  3,  To_1B
P 325.1750, -1882.6121, 27.0000,  100, 0, 255,  3,  From_3B
P 326.2885, -1854.9219, 27.0000,  0, 0, 0,  3,  Room_1B
P 346.6611, -1994.4828, 243.0000,  0, 0, 0,  3,  Room_3D
P 357.6833, -1851.0977, 352.0000,  0, 0, 0,  3,  To_1A_(Entrance)
P 365.5600, -1918.1700, 135.0000,  150, 0, 150,  3,  From_4B
P 365.5600, -1918.1700, 352.0000,  150, 0, 150,  3,  To_2D
P 369.4630, -1743.7040, 27.0000,  0, 0, 0,  3,  From_4C
P 369.4630, -1743.7040, 352.0000,  0, 0, 0,  3,  To_1A_(Entrance)
P 369.6550, -1788.1780, 27.0000,  0, 0, 0,  3,  From_4D
P 369.6550, -1788.1780, 352.0000,  0, 0, 0,  3,  To_1A_(Entrance)
P 369.7900, -1831.1500, 243.0000,  0, 0, 0,  3,  To_1A_(Entrance)
P 369.7900, -1831.1500, 243.0000,  0, 0, 240,  3,  From_4A
P 369.7900, -1831.1500, 27.0000,  0, 0, 0,  3,  From_3A
P 369.7900, -1831.1500, 352.0000,  0, 0, 240,  3,  To_3A
P 372.4550, -2004.3040, 27.0000,  127, 0, 0,  3,  To_4A
P 372.4550, -2004.3040, 352.0000,  127, 0, 0,  3,  From_1A
P 389.5612, -1780.5802, 243.0000,  0, 0, 0,  3,  Room_3A
P 409.1340, -1788.2460, 27.0000,  0, 0, 0,  3,  From_4D
P 409.1340, -1788.2460, 352.0000,  0, 0, 0,  3,  To_1A_(Entrance)
P 409.9874, -1829.0645, 135.0000,  0, 0, 0,  3,  Room_2A
P 423.4270, -1879.8030, 135.0000,  150, 0, 150,  3,  From_4A
P 423.4270, -1879.8030, 352.0000,  150, 0, 150,  3,  To_2A
P 429.3312, -1960.3044, 352.0000,  0, 0, 0,  3,  Room_4A
P 431.2543, -1921.8856, 27.0000,  0, 0, 0,  3,  Room_1A
P 500.0000, 0.0000, 0.0000,  0, 0, 0,  1,  0
P 604.2518, -14.0044, -0.7876,  0, 0, 240,  3,  West_Sepulcher
P 634.1549, -1410.4032, 4.1647,  0, 0, 240,  3,  Sepulcher
P 646.3773, -1535.1919, 6.3919,  0, 127, 0,  2,  Sentry_Stone_of_Ryken
P 753.1250, 140.5000, -0.9137,  127, 0, 0,  3,  Succor_Point
P 769.2531, -83.5528, -0.8496,  0, 0, 240,  3,  Sepulcher
P 875.4180, 17.5341, 1.5761,  0, 127, 0,  2,  Sentry_Stone_of_Lunanyn
P 934.5000, -532.3750, 3.5592,  0, 0, 240,  3,  Sepulcher
P 960.8750, -892.2500, 4.0000,  0, 0, 240,  3,  Sepulcher
